x_px,y_px
2150,588
2151,587
2152,587
2153,587
2154,587
2155,587
2156,587
2157,587
2158,587
2159,587
2160,587
2161,587
2162,587
2163,587
2164,587
2165,587
2166,587
2167,587
2168,587
2169,587
2170,587
2171,587
2172,587
2173,587
2174,587
2175,587
2176,586
2177,586
2178,586
2179,586
2180,586
2181,586
2182,586
2183,586
2184,586
2185,586
2186,586
2187,586
2188,586
2189,586
2190,586
2191,586
2192,586
2193,586
2194,586
2195,586
2196,585
2197,585
2198,585
2199,585
2200,585
2201,585
2202,585
2203,585
2204,585
2205,585
2206,585
2207,585
2208,585
2209,585
2210,585
2211,585
2212,585
2213,585
2214,585
2215,585
2216,585
2217,584
2218,584
2219,584
2220,584
2221,584
2222,584
2223,584
2224,584
2225,584
2226,584
2227,584
2228,584
2229,584
2230,584
2231,584
2232,583
2233,583
2234,583
2235,583
2236,583
2237,583
2238,583
2239,583
2240,583
2241,583
2242,583
2243,581
2244,579
2245,579
2246,579
2247,579
2248,579
2249,579
2250,579
2251,579
2252,579
2253,579
2254,579
2255,579
2256,579
2257,579
2258,579
2259,579
2260,579
2261,579
2262,579
2263,579
2264,579
2265,579
2266,579
2267,579
2268,579
2269,579
2270,579
2271,579
2272,579
2273,579
2274,579
2275,579
2276,577
2277,577
2278,577
2279,577
2280,577
2281,577
2282,576
2283,576
2284,576
2285,576
2286,576
2287,576
2288,576
2289,576
2290,576
2291,576
2292,576
2293,576
2294,576
2295,576
2296,576
2297,576
2298,576
2299,576
2300,576
2301,576
2302,576
2303,576
2304,576
2305,576
2306,576
2307,575
2308,575
2309,575
2310,575
2311,575
2312,575
2313,575
2314,575
2315,575
2316,575
2317,575
2318,575
2319,575
2320,575
2321,575
2322,575
2323,574
2324,574
2325,574
2326,574
2327,574
2328,574
2329,574
2330,574
2331,574
2332,574
2333,574
2334,574
2335,574
2336,574
2337,574
2338,574
2339,574
2340,574
2341,573
2342,573
2343,573
2344,573
2345,573
2346,573
2347,573
2348,573
2349,573
2350,573
2351,573
2352,573
2353,573
2354,573
2355,573
2356,573
2357,573
2358,573
2359,573
2360,572
2361,572
2362,572
2363,572
2364,572
2365,572
2366,572
2367,572
2368,572
2369,572
2370,572
2371,572
2372,572
2373,572
2374,572
2375,572
2376,572
2377,572
2378,572
2379,572
2380,571
2381,571
2382,571
2383,571
2384,570
